Gender,Total,HTML/CSS,Java,JavaScript,Python,C++,C,C#,SQL,Other_langs,Bash/Shell/PowerShell,TypeScript,PHP
Man,16.593904132344047,10.393684353996473,6.781397211029806,11.17313081922805,6.880425245546933,3.8780656097997293,3.385693962910274,5.205254235844315,9.006227053181249,12.663875424862212,6.108858430373709,3.5641573885561924,4.365326132327009
Other,17.404407609719346,9.54982105857977,6.547372386513468,10.043322659634583,6.860048973441326,4.377472216990017,4.2983612733094745,4.369937841401394,7.835750612168017,16.010548125824073,5.733659822942173,2.799020531173479,4.170276888302882
Woman,18.338970311912814,11.92726852253346,6.752811262394126,11.817419709189721,6.689214580984593,3.3301534992628565,2.8271615644783625,4.321683577602405,9.175266672448183,12.525655479432254,5.157112710664007,3.017951608706964,4.1193305003902525
